what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1344896213818
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.ui",1344896214020
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344896224333
activated,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1344896224337
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1344896225705
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1344896225727
closed,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1344896225742
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1344896232443
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1344896232501
started,bundle,org.eclipse.jdt.launching.macosx,3.2.100.v20111006_r372,"org.eclipse.jdt.launching.macosx",1344896232554
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344896234324
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1344896244582
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1344896245179
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1344896245194
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344896245338
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1344896245574
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1344896245630
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1344896245681
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344896247950
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1344896268721
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1344896268730
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344896295958
started,bundle,org.eclipse.wb.core.lib,1.3.0.r37x201202052311,"org.eclipse.wb.core.lib",1344896296124
started,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1344896296126
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1344896296560
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1344896296684
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344896296861
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344896297016
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344896307226
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344896307933
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344896308121
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344896308227
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344896333905
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344896342724
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344896344978
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344896346492
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344896346605
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344896346674
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344896347298
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344896347476
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344896347665
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344896347756
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344896348284
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344896348453
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344896348739
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344896353684
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344896355139
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344896356738
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344896358050
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344896371824
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344896394966
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344896397936
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1344896415293
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344896427286
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344896735291
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344896739375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344896740830
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344896744454
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344896756791
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344896761412
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344896766841
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344896775140
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344896810616
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1344896810657
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1344896810657
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344896814580
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344896831926
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1344896832014
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1344896832014
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344896842648
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1344896849023
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1344896849181
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1344896849350
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344896850278
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344896858196
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344896860414
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344896878079
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344896878201
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1344896878308
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1344896878627
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344896883051
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344896891382
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344896891518
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344896891642
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344896894074
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344896900457
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344896900974
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1344896904784
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344896908158
started,bundle,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui",1344896921569
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344896929254
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1344896929303
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344896933992
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344896946212
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1344896946250
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344896958601
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344896982236
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1344896982278
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344896987440
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1344896996118
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344896996429
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344896996489
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1344897003564
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344897007883
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1344897009972
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344897010441
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344897010522
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1344897029214
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1344897030364
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344897033933
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1344897036756
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344897038453
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344897038538
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1344897041637
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344897054527
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344897069695
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1344897069748
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344897073164
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1344897086116
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344897088925
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344897089216
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344897089263
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1344897091185
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1344897096188
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344897100161
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1344897110672
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344897114058
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344897136106
started,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1344897136910
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1344897137463
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1344897144840
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344897172952
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1344897216766
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344897216873
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344897225282
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344897237113
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344897251001
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344897268517
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344897271999
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344897282617
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344897285670
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344897294523
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344897299870
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344897381189
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344897387082
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344897388490
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344897391053
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344897454935
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344897455116
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344897455232
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344897455232
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344897455344
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344897455712
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344897456925
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344897456925
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344897457228
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344897459073
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344897459073
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344897460808
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344897460808
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344897462306
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344897462306
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344897463954
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344897463954
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344897464955
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1344897464955
